electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,federal_state,commissioning_date,decommissioning_date,voltage_level,eeg_id,dso,dso_id,tso
1.922,Renewable energy,Bioenergy,Biomass and biogas,Biomass and biogas,Amprion,DEA,DEA5,DEA55,7.241853091,51.55799478,Herne,5916000,44628.0,,Nordrhein-Westfalen,1999-12-14,,medium voltage,,Stadtwerke Herne AG,10000623.0,Amprion
1.5,Renewable energy,Wind,,Onshore,TenneT,DE9,DE94,DE947,7.402923384,53.40364667,Ihlow,3452012,26632.0,,Niedersachsen,1999-12-14,,medium voltage / high voltage,,EWE NETZ GmbH,10001846.0,TenneT
0.6,Renewable energy,Wind,,Onshore,50Hertz,DE4,DE40,DE407,13.72734129,51.60667767,Göllnitz,12062425,3238.0,,Brandenburg,1999-12-14,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.00192,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA2,DEA22,7.139078574,50.69819262,Bonn,5314000,53175.0,,Nordrhein-Westfalen,1999-12-14,,low voltage,,Bonn-Netz GmbH,10001858.0,Amprion
0.001,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE21,DE21E,11.0362151,48.05685072,,9181146,86949.0,,Brandenburg,1999-12-14,,low voltage,,Stadtwerke Fürstenfeldbruck GmbH,10000514.0,TenneT
0.66,Renewable energy,Wind,,Onshore,50Hertz,DED,DED5,DED53,12.36161606,51.47040761,Rackwitz,14730250,4519.0,,Sachsen,1999-12-14,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.0061,Renewable energy,Solar,,Photovoltaics,50Hertz,DE6,DE60,DE600,10.137117,53.70358001,,2000000,22397.0,,Hamburg,1999-12-14,,low voltage,,Stromnetz Hamburg GmbH,10001835.0,50Hertz
0.00165,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE25,DE252,11.00735269,49.58520627,,9562000,91052.0,,Brandenburg,1999-12-14,,low voltage,,Erlanger Stadtwerke AG,10001488.0,TenneT
0.005,Renewable energy,Solar,,Photovoltaics,TenneT,DE9,DE92,DE929,9.689483934,52.3712305,,3241001,30453.0,,Niedersachsen,1999-12-14,,low voltage,,enercity Netz GmbH,10002966.0,TenneT
0.0025,Renewable energy,Solar,,Photovoltaics,TransnetBW,DE1,DE14,DE147,9.200180492,47.77754016,,8435059,88662.0,,Baden-Württemberg,1999-12-14,,low voltage,,Stadtwerk am See GmbH & Co. KG,10003707.0,TransnetBW
0.003,Renewable energy,Solar,,Photovoltaics,50Hertz,DEG,DEG0,DEG0K,11.70263069,50.49659969,,16075135,7929.0,,Thüringen,1999-12-15,,low voltage,,TEN Thüringer Energienetze GmbH & Co. KG,10001832.0,50Hertz
0.5,Renewable energy,Wind,,Onshore,TenneT,DE2,DE23,DE236,11.44743444,49.3509705,Berg,9373113,92348.0,,Brandenburg,1999-12-15,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.66,Renewable energy,Wind,,Onshore,TenneT,DEF,DEF0,DEF0C,9.465940638,54.51633345,Schuby,1059077,24850.0,,Saarland,1999-12-15,,medium voltage,,Schleswig-Holstein Netz AG,10003299.0,TenneT
0.00168,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA1,DEA1C,6.858256358,51.34471401,Ratingen-Lintorf,5158028,40885.0,,Nordrhein-Westfalen,1999-12-15,,low voltage,,Stadtwerke Ratingen GmbH,10000310.0,Amprion
0.01504,Renewable energy,Solar,,Photovoltaics,TenneT,DEA,DEA4,DEA41,8.57555422,52.04415934,,5711000,33609.0,,Nordrhein-Westfalen,1999-12-15,,medium voltage,,SWB Netz GmbH,10001196.0,TenneT
0.004,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE25,DE257,10.89642562,49.71027162,,9572111,91325.0,,Brandenburg,1999-12-15,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
1.5,Renewable energy,Wind,,Onshore,TenneT,DE9,DE94,DE949,7.229688418,52.85832729999999,Niederlangen,3454039,49779.0,,Niedersachsen,1999-12-15,,medium voltage / high voltage,,EWE NETZ GmbH,10001846.0,TenneT
0.002,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE24,DE245,10.672072,49.86466027,,9471186,96185.0,,Brandenburg,1999-12-15,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.005,Renewable energy,Solar,,Photovoltaics,TransnetBW,DE1,DE12,DE125,8.699999563,49.43372707,,8221000,69121.0,,Baden-Württemberg,1999-12-15,,low voltage,,Stadtwerke Heidelberg Netze GmbH,10003223.0,TransnetBW
0.00108,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE21,DE211,11.44581676,48.77961289,,9161000,85055.0,,Brandenburg,1999-12-15,,low voltage,,Stadtwerke Ingolstadt Netze GmbH,10000368.0,TenneT
0.6,Renewable energy,Wind,,Onshore,50Hertz,DE4,DE40,DE407,13.72734129,51.60667767,Göllnitz,12062425,3238.0,,Brandenburg,1999-12-15,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.001,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE26,DE266,10.07172305,50.43827509,,9673149,97656.0,,Brandenburg,1999-12-15,,low voltage,,Überlandwerk Rhön GmbH,10000283.0,TenneT
0.00396,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA1,DEA19,7.118373995,51.14940013,Solingen,5122000,42659.0,,Nordrhein-Westfalen,1999-12-15,,low voltage,,SWS Netze Solingen GmbH,10001757.0,Amprion
0.003,Renewable energy,Solar,,Photovoltaics,TenneT,DE9,DE93,DE938,10.11064847,52.99101507,,3358016,29633.0,,Niedersachsen,1999-12-15,,low voltage,,Stadtwerke Munster-Bispingen GmbH,10000783.0,TenneT
0.003948,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA1,DEA1A,7.127837671,51.24234558,Wuppertal,5124000,42117.0,,Nordrhein-Westfalen,1999-12-15,,low voltage,,WSW Netz GmbH,10001781.0,Amprion
0.00221,Renewable energy,Solar,,Photovoltaics,TenneT,DE7,DE71,DE71E,8.993328008,50.26668369,,6440014,63694.0,,Hamburg,1999-12-15,,low voltage,,ovag Netz GmbH,10001836.0,TenneT
1.3,Renewable energy,Wind,,Onshore,Amprion,DEB,DEB2,DEB25,6.826569773,49.71270522,Gusterath,7235037,54317.0,,Rheinland-Pfalz,1999-12-16,,medium voltage,,Westnetz GmbH,10003764.0,Amprion
0.00312,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE26,DE26C,9.957054875,49.90894538,,9679180,97222.0,,Brandenburg,1999-12-16,,low voltage,,Mainfranken Netze GmbH,10003071.0,TenneT
0.00115,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE23,DE235,12.46169741,49.05866547,,9372150,93191.0,,Brandenburg,1999-12-16,,low voltage,,Elektrizitätswerk Wörth a.d. Donau Rupert Heider & Co. KG,10003233.0,TenneT
0.05,Renewable energy,Bioenergy,Biomass and biogas,Biomass and biogas,Amprion,DE7,DE71,DE715,8.625054683,49.69058922,Bensheim,6431002,64625.0,,Hessen,1999-12-16,,low voltage,,"GGEW, Gruppen-Gas- und Elektrizitätswerk Bergstraße AG",10000495.0,Amprion
0.0024,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE26,DE262,10.22395491,50.04431976,,9662000,97421.0,,Brandenburg,1999-12-16,,low voltage,,Stadtwerke Schweinfurt GmbH,10000110.0,TenneT
0.002,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE23,DE238,11.94327379,49.01903393,,9375175,93152.0,,Brandenburg,1999-12-16,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.00462,Renewable energy,Solar,,Photovoltaics,50Hertz,DEG,DEG0,DEG0C,10.75773708,50.82473479,,16067053,99885.0,,Thüringen,1999-12-16,,low voltage,,TEN Thüringer Energienetze GmbH & Co. KG,10001832.0,50Hertz
0.002,Renewable energy,Solar,,Photovoltaics,50Hertz,DE6,DE60,DE600,10.07214827,53.66545235,,2000000,22399.0,,Hamburg,1999-12-16,,low voltage,,Stromnetz Hamburg GmbH,10001835.0,50Hertz
0.66,Renewable energy,Wind,,Onshore,50Hertz,DED,DED4,DED42,13.06347599,50.74673462,Gornau,14521220,9405.0,,Sachsen,1999-12-16,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.00204,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE21,DE215,12.80936303,47.8520212,,9172134,83317.0,,Brandenburg,1999-12-16,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.00192,Renewable energy,Solar,,Photovoltaics,TenneT,DE9,DE92,DE929,9.821078207,52.39137561,,3241001,30627.0,,Niedersachsen,1999-12-16,,low voltage,,enercity Netz GmbH,10002966.0,TenneT
0.001,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE22,DE228,13.39812743,48.51715037,,9275133,94127.0,,Brandenburg,1999-12-16,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0022,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE22,DE228,13.31572647,48.52105402,,9275122,94081.0,,Brandenburg,1999-12-16,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0B,11.77748373,51.53606122,Salzatal,15088319,6198.0,,Sachsen-Anhalt,1999-12-16,,high voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.00108,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA2,DEA2D,6.160673224,50.75481389,Aachen,5334002,52078.0,,Nordrhein-Westfalen,1999-12-16,,low voltage,,Regionetz GmbH,10000738.0,Amprion
0.002,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE25,DE256,10.15736282,49.36968937,,9571193,91541.0,,Brandenburg,1999-12-16,,low voltage,,Stadtwerke Rothenburg o. d. T. GmbH,10000180.0,TenneT
0.00108,Renewable energy,Solar,,Photovoltaics,Amprion,DEB,DEB3,DEB3E,8.30353144,49.26748831,Weingarten,7334032,67366.0,,Rheinland-Pfalz,1999-12-16,,low voltage,,Pfalzwerke Netz AG,10002992.0,Amprion
1.65,Renewable energy,Wind,,Onshore,TenneT,DEF,DEF0,DEF0E,9.832629765,53.99000403,Brokstedt,1061019,24616.0,,Saarland,1999-12-16,,medium voltage,,Schleswig-Holstein Netz AG,10003299.0,TenneT
0.00204,Renewable energy,Solar,,Photovoltaics,TransnetBW,DE1,DE12,DE129,8.707251007,48.90995104,,8231000,75177.0,,Baden-Württemberg,1999-12-16,,low voltage,,SWP Stadtwerke Pforzheim GmbH & Co. KG,10000996.0,TransnetBW
0.00144,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA1,DEA18,7.195632145,51.19812504,Remscheid,5120000,42855.0,,Nordrhein-Westfalen,1999-12-16,,low voltage,,EWR GmbH,10000127.0,Amprion
0.002,Renewable energy,Solar,,Photovoltaics,TenneT,DEF,DEF0,DEF0F,10.20172513,53.6932825,,1062090,22949.0,,Saarland,1999-12-16,,low voltage,,Schleswig-Holstein Netz AG,10003299.0,TenneT
0.001908,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE24,DE242,11.61444302,49.9427546,,9462000,95448.0,,Brandenburg,1999-12-16,,low voltage,,Stadtwerke Bayreuth Energie und Wasser GmbH,10000933.0,TenneT
0.00228,Renewable energy,Solar,,Photovoltaics,TenneT,DE5,DE50,DE501,8.850394512,53.03538958,,4011000,28279.0,,Bremen,1999-12-16,,low voltage,,wesernetz Bremen GmbH,10001002.0,TenneT
0.001769,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE22,DE228,13.31572647,48.52105402,,9275122,94081.0,,Brandenburg,1999-12-16,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0022,Renewable energy,Solar,,Photovoltaics,Amprion,DE1,DE11,DE116,9.319070629,48.86797065,Waiblingen,8119079,71336.0,,Baden-Würtemberg,1999-12-16,,low voltage,,Stadtwerke Waiblingen GmbH,10000726.0,Amprion
0.0021,Renewable energy,Solar,,Photovoltaics,TenneT,DE5,DE50,DE501,8.850394512,53.03538958,,4011000,28279.0,,Bremen,1999-12-16,,low voltage,,wesernetz Bremen GmbH,10001002.0,TenneT
0.001,Renewable energy,Solar,,Photovoltaics,50Hertz,DE6,DE60,DE600,9.85690694,53.45703879999999,,2000000,21149.0,,Hamburg,1999-12-17,,low voltage,,Stromnetz Hamburg GmbH,10001835.0,50Hertz
0.00216,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA1,DEA18,7.160078283,51.17000153,Remscheid,5120000,42857.0,,Nordrhein-Westfalen,1999-12-17,,low voltage,,EWR GmbH,10000127.0,Amprion
0.00502,Renewable energy,Solar,,Photovoltaics,TenneT,DE9,DE91,DE911,10.52703503,52.21367186,,3101000,38124.0,,Niedersachsen,1999-12-17,,low voltage,,Braunschweiger Netz GmbH,10003386.0,TenneT
0.004,Renewable energy,Solar,,Photovoltaics,Amprion,DEC,DEC0,DEC03,7.210673808,49.41470927,Ottweiler,10043115,66564.0,,Saarland,1999-12-17,,low voltage,,energis-Netzgesellschaft mbH,10003021.0,Amprion
0.00198,Renewable energy,Solar,,Photovoltaics,50Hertz,DEG,DEG0,DEG0P,10.22631051,50.91174056,,16063024,99819.0,,Thüringen,1999-12-17,,low voltage,,TEN Thüringer Energienetze GmbH & Co. KG,10001832.0,50Hertz
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0B,11.77748373,51.53606122,Salzatal,15088319,6198.0,,Sachsen-Anhalt,1999-12-17,,high voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.0027,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA5,DEA5B,8.490576878,51.63490823,Geseke,5974020,59590.0,,Nordrhein-Westfalen,1999-12-17,,low voltage,,Westnetz GmbH,10003764.0,Amprion
0.00198,Renewable energy,Solar,,Photovoltaics,TenneT,DEA,DEA4,DEA45,9.057945469,51.94055997,,5766016,32825.0,,Nordrhein-Westfalen,1999-12-17,,low voltage,,Blomberger Versorgungsbetriebe GmbH,10000277.0,TenneT
0.00504,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA1,DEA18,7.233520905,51.21003276,Remscheid,5120000,42899.0,,Nordrhein-Westfalen,1999-12-17,,low voltage,,EWR GmbH,10000127.0,Amprion
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEG,DEG0,DEG0C,10.74767032,51.08467869,Tonna,16067067,99958.0,,Thüringen,1999-12-17,,high voltage,,TEN Thüringer Energienetze GmbH & Co. KG,10001832.0,50Hertz
0.00198,Renewable energy,Solar,,Photovoltaics,TenneT,DE9,DE94,DE94C,7.463065793,53.24222462,,3457013,26789.0,,Niedersachsen,1999-12-17,,low voltage,,EWE NETZ GmbH,10001846.0,TenneT
1.0,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0E,12.38309416,51.72086824,Gräfenhainichen,15091110,6772.0,,Sachsen-Anhalt,1999-12-17,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.00342,Renewable energy,Solar,,Photovoltaics,50Hertz,DE4,DE40,DE40C,14.23457949,52.18726439,,12067036,15848.0,,Brandenburg,1999-12-17,,low voltage,,E.DIS Netz GmbH,10001158.0,50Hertz
0.0019,Renewable energy,Solar,,Photovoltaics,TenneT,DEF,DEF0,DEF0D,9.924859876,53.91596571,,1060004,24576.0,,Saarland,1999-12-17,,low voltage,,Stadtwerke Bad Bramstedt Netz GmbH,10002996.0,TenneT
0.00504,Renewable energy,Solar,,Photovoltaics,TenneT,DEA,DEA4,DEA41,8.512338538,51.98371589,,5711000,33647.0,,Nordrhein-Westfalen,1999-12-17,,low voltage,,SWB Netz GmbH,10001196.0,TenneT
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0A,11.39648027,51.65804063,Arnstein,15087031,6456.0,,Sachsen-Anhalt,1999-12-17,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.0012,Renewable energy,Solar,,Photovoltaics,TenneT,DEA,DEA4,DEA41,8.469777462,51.98213264,,5711000,33649.0,,Nordrhein-Westfalen,1999-12-17,,low voltage,,SWB Netz GmbH,10001196.0,TenneT
0.00255,Renewable energy,Solar,,Photovoltaics,TenneT,DE9,DE91,DE918,9.805184864,51.64867854,,3155005,37181.0,,Niedersachsen,1999-12-18,,low voltage,,EAM Netz GmbH,10003990.0,TenneT
0.6,Renewable energy,Wind,,Onshore,Amprion,DEA,DEA4,DEA47,8.576284577,51.55083131,Büren,5774016,33142.0,,Nordrhein-Westfalen,1999-12-18,,medium voltage,,Westnetz GmbH,10003764.0,Amprion
1.65,Renewable energy,Wind,,Onshore,TenneT,DEF,DEF0,DEF0E,9.832629765,53.99000403,Brokstedt,1061019,24616.0,,Saarland,1999-12-18,,medium voltage,,Schleswig-Holstein Netz AG,10003299.0,TenneT
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0B,11.77748373,51.53606122,Salzatal,15088319,6198.0,,Sachsen-Anhalt,1999-12-18,,high voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
1.65,Renewable energy,Wind,,Onshore,TenneT,DEF,DEF0,DEF0E,9.832629765,53.99000403,Brokstedt,1061019,24616.0,,Saarland,1999-12-19,,medium voltage,,Schleswig-Holstein Netz AG,10003299.0,TenneT
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0B,11.77748373,51.53606122,Salzatal,15088319,6198.0,,Sachsen-Anhalt,1999-12-19,,high voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.0012,Renewable energy,Solar,,Photovoltaics,TransnetBW,DE1,DE11,DE113,9.33377835,48.62582989,,8116049,72622.0,,Baden-Württemberg,1999-12-20,,low voltage,,Stadtwerke Nürtingen GmbH,10000295.0,TransnetBW
1.05,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0A,11.41302667,51.43490246,Allstedt,15087015,6542.0,,Sachsen-Anhalt,1999-12-20,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
1.65,Renewable energy,Wind,,Onshore,TenneT,DEF,DEF0,DEF08,11.04372963,54.32449622,Neukirchen,1055031,23779.0,,Saarland,1999-12-20,,medium voltage,,Schleswig-Holstein Netz AG,10003299.0,TenneT
1.3,Renewable energy,Wind,,Onshore,TenneT,DE9,DE93,DE93B,9.019585658,52.95751309,Thedinghausen,3361013,27321.0,,Niedersachsen,1999-12-20,,medium voltage,,EWE NETZ GmbH,10001846.0,TenneT
0.0012,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA2,DEA2D,6.168583612,50.70899654,Aachen,5334002,52076.0,,Nordrhein-Westfalen,1999-12-20,,low voltage,,Regionetz GmbH,10000738.0,Amprion
0.0021,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE25,DE253,10.9654778,49.48466889,,9563000,90766.0,,Brandenburg,1999-12-20,,low voltage,,infra fürth gmbh,10000202.0,TenneT
0.002,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE26,DE263,9.991286967,49.80796146,,9663000,97076.0,,Brandenburg,1999-12-20,,low voltage,,Mainfranken Netze GmbH,10003071.0,TenneT
0.00288,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA2,DEA2D,6.106329559,50.86993447,Herzogenrath,5334016,52134.0,,Nordrhein-Westfalen,1999-12-20,,low voltage,,enwor - energie & wasser vor ort GmbH,10000981.0,Amprion
0.01,Renewable energy,Hydro,,Run-of-river,Amprion,DEA,DEA5,DEA57,8.601664951,51.40485894,Brilon,5958012,59929.0,,Nordrhein-Westfalen,1999-12-20,,low voltage,,Westnetz GmbH,10003764.0,Amprion
1.0,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0E,12.38309416,51.72086824,Gräfenhainichen,15091110,6772.0,,Sachsen-Anhalt,1999-12-20,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.00165,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE26,DE26C,9.85552905,49.83750944,,9679161,97276.0,,Brandenburg,1999-12-20,,low voltage,,Mainfranken Netze GmbH,10003071.0,TenneT
1.5,Renewable energy,Wind,,Onshore,50Hertz,DED,DED2,DED2D,14.66618951,51.08858605,Löbau,14626290,2708.0,,Sachsen,1999-12-20,,high voltage,,ENSO NETZ GmbH,10001874.0,50Hertz
0.0021,Renewable energy,Solar,,Photovoltaics,TenneT,DE5,DE50,DE501,8.60385958,53.17899445,,4011000,28755.0,,Bremen,1999-12-20,,low voltage,,wesernetz Bremen GmbH,10001002.0,TenneT
0.045,Renewable energy,Hydro,,Run-of-river,50Hertz,DED,DED4,DED43,13.50097203,50.68345922,Neuhausen,14522400,9544.0,,Sachsen,1999-12-20,,low voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
1.65,Renewable energy,Wind,,Onshore,TenneT,DEF,DEF0,DEF0E,9.832629765,53.99000403,Brokstedt,1061019,24616.0,,Saarland,1999-12-20,,medium voltage,,Schleswig-Holstein Netz AG,10003299.0,TenneT
0.0024,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE25,DE252,10.95397312,49.58910884,,9562000,91056.0,,Brandenburg,1999-12-20,,low voltage,,Erlanger Stadtwerke AG,10001488.0,TenneT
0.0017,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE21,DE219,11.59984341,48.91251272,,9176112,93336.0,,Brandenburg,1999-12-20,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.0019,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE24,DE24C,10.97907602,50.12078827,,9478165,96231.0,,Brandenburg,1999-12-20,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.00252,Renewable energy,Solar,,Photovoltaics,Amprion,DEC,DEC0,DEC05,7.345333757,49.33712941,Homburg,10045114,66424.0,,Saarland,1999-12-20,,low voltage,,Stadtwerke Homburg GmbH,10000214.0,Amprion
0.008,Renewable energy,Bioenergy,Biomass and biogas,Biomass and biogas,TenneT,DE9,DE93,DE934,11.05005267,53.04151576,,3354011,29479.0,,Niedersachsen,1999-12-20,,low voltage,,EVE Netz GmbH,10007669.0,TenneT
0.00255,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA3,DEA33,7.602553497,52.0141613,Münster,5515001,48159.0,,Nordrhein-Westfalen,1999-12-20,,low voltage,,münsterNETZ GmbH,10001791.0,Amprion
0.002,Renewable energy,Solar,,Photovoltaics,TransnetBW,DE1,DE12,DE12A,8.761858479,48.62866916,,8235080,72218.0,,Baden-Württemberg,1999-12-20,,low voltage,,Netze BW GmbH,10000843.0,TransnetBW
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0E,12.62029757,51.77502844,Kemberg,15091160,6901.0,,Sachsen-Anhalt,1999-12-21,,high voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
1.5,Renewable energy,Wind,,Onshore,TenneT,DEF,DEF0,DEF0E,9.618958662,53.82318561,Sommerland,1061101,25358.0,,Saarland,1999-12-21,,medium voltage,,Schleswig-Holstein Netz AG,10003299.0,TenneT
0.00528,Renewable energy,Solar,,Photovoltaics,Amprion,DE7,DE71,DE717,8.469777783,49.90379348,Groß-Gerau,6433006,64521.0,,Hessen,1999-12-21,,low voltage,,Stadtwerke Groß-Gerau Versorgungs GmbH,10001509.0,Amprion
0.4,Renewable energy,Hydro,,Run-of-river,50Hertz,DED,DED4,DED43,13.13521646,51.13313691,Döbeln,14522080,4720.0,,Sachsen,1999-12-21,,medium voltage,,Stadtwerke Döbeln GmbH,10000824.0,50Hertz
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0A,11.39648027,51.65804063,Arnstein,15087031,6456.0,,Sachsen-Anhalt,1999-12-21,,medium voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.001275,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA3,DEA37,7.38683787,52.139586,Steinfurt,5566084,48565.0,,Nordrhein-Westfalen,1999-12-21,,low voltage,,Stadtwerke Steinfurt GmbH,10011049.0,Amprion
0.0024,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE24,DE245,10.7523278,49.92296417,,9471207,96191.0,,Brandenburg,1999-12-21,,low voltage,,Bayernwerk Netz GmbH,10001041.0,TenneT
0.6,Renewable energy,Wind,,Onshore,Amprion,DEA,DEA4,DEA47,8.908014382,51.61019757,Lichtenau,5774028,33165.0,,Nordrhein-Westfalen,1999-12-21,,high voltage,,Westnetz GmbH,10003764.0,Amprion
0.03,Renewable energy,Solar,,Photovoltaics,TenneT,DE7,DE71,DE712,8.684450454,50.11116606,,6412000,60311.0,,Hamburg,1999-12-21,,low voltage,,NRM Netzdienste Rhein-Main GmbH,10001294.0,TenneT
0.00306,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE23,DE231,11.8522748,49.44630824,,9361000,92224.0,,Brandenburg,1999-12-21,,low voltage,,Stadtwerke Amberg Versorgungs GmbH,10000410.0,TenneT
0.00192,Renewable energy,Solar,,Photovoltaics,TransnetBW,DE1,DE12,DE126,8.533925654,49.43259634,,8222000,68219.0,,Baden-Württemberg,1999-12-21,,low voltage,,MVV Netze GmbH,10002846.0,TransnetBW
0.0034,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA5,DEA5C,7.678222151,51.58715794,Kamen,5978020,59174.0,,Nordrhein-Westfalen,1999-12-21,,low voltage,,"GSW Gemeinschaftsstadtwerke GmbH Kamen, Bönen, Bergkamen",10001462.0,Amprion
0.002604,Renewable energy,Solar,,Photovoltaics,Amprion,DEA,DEA2,DEA2D,6.106329559,50.86993447,Herzogenrath,5334016,52134.0,,Nordrhein-Westfalen,1999-12-21,,low voltage,,enwor - energie & wasser vor ort GmbH,10000981.0,Amprion
0.00306,Renewable energy,Solar,,Photovoltaics,TenneT,DE7,DE73,DE736,8.556198446,50.98988343,,6635014,35116.0,,Hamburg,1999-12-21,,low voltage,,Energie Waldeck-Frankenberg GmbH,10000523.0,TenneT
1.0,Renewable energy,Wind,,Onshore,TenneT,DE9,DE93,DE932,8.894312944,53.77254856,Neuenkirchen,3352038,21763.0,,Niedersachsen,1999-12-22,,medium voltage / high voltage,,EWE NETZ GmbH,10001846.0,TenneT
1.0,Renewable energy,Wind,,Onshore,TenneT,DE9,DE93,DE932,8.914553403,53.81037717,Otterndorf,3352046,21762.0,,Niedersachsen,1999-12-22,,medium voltage / high voltage,,EWE NETZ GmbH,10001846.0,TenneT
1.5,Renewable energy,Wind,,Onshore,50Hertz,DEE,DEE0,DEE0B,11.77748373,51.53606122,Salzatal,15088319,6198.0,,Sachsen-Anhalt,1999-12-22,,high voltage,,Mitteldeutsche Netzgesellschaft Strom mbH,10001645.0,50Hertz
0.00192,Renewable energy,Solar,,Photovoltaics,TenneT,DE2,DE21,DE212,11.66105502,48.16076528,,9162000,81929.0,,Brandenburg,1999-12-22,,low voltage,,SWM Infrastruktur GmbH & Co. KG,10001016.0,TenneT
